application_no,contract_ref,subcontractor,site,site_zone,period_from,period_to,application_date,application_total,retention,net_payable,adjustment,retention_released
PA-00832,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-05 Compound Extension,Z3 Wadi Crossing,2025-09-03,2025-09-13,2025-09-30,231027.59,11551.37,219476.22,0.00,0.00
PA-00833,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-03 Access Road,Z1 Compound,2025-08-26,2025-09-02,2025-09-16,52758.67,2637.93,50120.74,0.00,0.00
PA-00834,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-05 Compound Extension,Z1 Compound,2026-04-13,2026-04-21,2026-05-07,90665.61,4533.28,86132.33,0.00,0.00
PA-00835,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-02 Platform South,Z3 Wadi Crossing,2026-01-03,2026-01-20,2026-01-30,170230.54,8511.52,161719.02,0.00,0.00
PA-00836,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-01 Platform North,Z4 Escarpment,2025-03-23,2025-03-27,2025-04-01,26159.60,1307.98,24851.62,0.00,0.00
PA-00837,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-05 Compound Extension,Z2 North Spur,2025-02-14,2025-03-02,2025-03-21,49104.71,2455.23,46649.48,0.00,0.00
PA-00838,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-01 Platform North,Z2 North Spur,2026-02-17,2026-02-23,2026-03-01,19098.90,954.94,18143.96,0.00,0.00
PA-00839,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-05 Compound Extension,Z4 Escarpment,2025-09-07,2025-09-24,2025-09-30,644050.48,32202.52,611847.96,0.00,0.00
PA-00840,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-05 Compound Extension,Z3 Wadi Crossing,2026-07-21,2026-07-28,2026-08-04,165136.92,8256.84,156880.08,0.00,0.00
PA-00841,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-05 Compound Extension,Z1 Compound,2025-07-27,2025-08-09,2025-08-13,243262.86,12163.14,231099.72,0.00,0.00
PA-00842,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-04 Drainage Corridor,Z4 Escarpment,2025-06-29,2025-07-03,2025-07-16,37629.15,1881.45,35747.70,0.00,0.00
PA-00843,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-04 Drainage Corridor,Z1 Compound,2026-01-01,2026-01-10,2026-01-30,175515.59,8775.77,166739.82,0.00,0.00
PA-00844,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-03 Access Road,Z3 Wadi Crossing,2025-03-19,2025-03-27,2025-04-05,37975.46,1898.77,36076.69,0.00,0.00
PA-00845,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-01 Platform North,Z2 North Spur,2025-09-14,2025-09-20,2025-10-02,392233.85,19611.69,372622.16,0.00,0.00
PA-00846,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-04 Drainage Corridor,Z3 Wadi Crossing,2025-06-10,2025-06-18,2025-07-09,33706.92,1685.34,32021.58,0.00,0.00
PA-00847,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-03 Access Road,Z3 Wadi Crossing,2025-07-12,2025-07-22,2025-08-06,9295.58,464.77,8830.81,0.00,0.00
PA-00848,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-01 Platform North,Z3 Wadi Crossing,2026-01-13,2026-01-27,2026-02-15,185534.74,9276.73,176258.01,0.00,0.00
PA-00849,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-03 Access Road,Z2 North Spur,2025-11-12,2025-11-22,2025-12-05,87458.89,4372.94,83085.95,0.00,0.00
PA-00850,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-03 Access Road,Z1 Compound,2025-03-22,2025-04-02,2025-04-21,410263.26,20513.16,389750.10,0.00,0.00
PA-00851,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-01 Platform North,Z1 Compound,2025-12-27,2026-01-04,2026-01-10,166132.39,8306.61,157825.78,0.00,0.00
PA-00852,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-05 Compound Extension,Z2 North Spur,2026-04-03,2026-04-20,2026-04-28,174047.09,8702.35,165344.74,0.00,0.00
PA-00853,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-02 Platform South,Z2 North Spur,2025-12-18,2025-12-24,2025-12-28,54687.03,2734.35,51952.68,0.00,0.00
PA-00854,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-02 Platform South,Z2 North Spur,2025-05-28,2025-06-10,2025-06-21,63635.90,3181.79,60454.11,0.00,0.00
PA-00855,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-03 Access Road,Z3 Wadi Crossing,2025-08-14,2025-08-22,2025-09-08,505385.24,25269.26,480115.98,0.00,0.00
PA-00856,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-01 Platform North,Z2 North Spur,2026-03-23,2026-04-01,2026-04-10,133438.28,6671.91,126766.37,0.00,0.00
PA-00857,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-04 Drainage Corridor,Z3 Wadi Crossing,2026-02-08,2026-02-16,2026-02-23,70792.16,3539.60,67252.56,0.00,0.00
PA-00858,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-05 Compound Extension,Z3 Wadi Crossing,2025-03-01,2025-03-17,2025-04-03,75097.00,3754.85,71342.15,0.00,0.00
PA-00859,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-02 Platform South,Z1 Compound,2025-11-28,2025-12-08,2025-12-19,141398.24,7069.91,134328.33,0.00,0.00
PA-00860,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-05 Compound Extension,Z3 Wadi Crossing,2025-11-29,2025-12-18,2026-01-03,206764.03,10338.20,196425.83,0.00,0.00
PA-00861,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-03 Access Road,Z3 Wadi Crossing,2025-03-20,2025-03-24,2025-04-12,101966.19,5098.30,96867.89,0.00,0.00
PA-00862,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-02 Platform South,Z4 Escarpment,2025-09-19,2025-10-03,2025-10-08,327574.02,16378.70,311195.32,0.00,0.00
PA-00863,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-02 Platform South,Z1 Compound,2025-12-23,2026-01-07,2026-01-23,507003.67,25350.18,481653.49,0.00,0.00
PA-00864,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-02 Platform South,Z4 Escarpment,2025-02-07,2025-02-22,2025-02-24,28731.45,1436.57,27294.88,0.00,0.00
PA-00865,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-02 Platform South,Z1 Compound,2025-10-12,2025-10-23,2025-11-02,238514.57,11925.72,226588.85,0.00,0.00
PA-00866,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-05 Compound Extension,Z1 Compound,2025-08-21,2025-08-28,2025-09-02,108663.00,5433.15,103229.85,0.00,0.00
PA-00867,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-04 Drainage Corridor,Z2 North Spur,2025-08-03,2025-08-11,2025-08-23,224933.71,11246.68,213687.03,0.00,0.00
PA-00868,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-03 Access Road,Z2 North Spur,2026-03-21,2026-04-07,2026-04-15,185127.21,9256.36,175870.85,0.00,0.00
PA-00869,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-02 Platform South,Z1 Compound,2025-03-05,2025-03-11,2025-03-27,166043.22,8302.16,157741.06,0.00,0.00
PA-00870,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-03 Access Road,Z3 Wadi Crossing,2025-07-20,2025-08-04,2025-08-09,93277.50,4663.87,88613.63,0.00,0.00
PA-00871,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-04 Drainage Corridor,Z3 Wadi Crossing,2025-04-17,2025-05-01,2025-05-06,85224.47,4261.22,80963.25,0.00,0.00
PA-00872,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-01 Platform North,Z3 Wadi Crossing,2026-05-20,2026-05-29,2026-06-02,119244.54,5962.22,113282.32,0.00,0.00
PA-00873,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-05 Compound Extension,Z3 Wadi Crossing,2026-08-22,2026-08-29,2026-09-18,114449.07,5722.45,108726.62,0.00,0.00
PA-00874,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-02 Platform South,Z3 Wadi Crossing,2026-02-03,2026-02-10,2026-02-25,83722.91,4186.14,79536.77,0.00,0.00
PA-00875,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-03 Access Road,Z4 Escarpment,2025-02-11,2025-02-21,2025-03-09,121556.75,6077.83,115478.92,0.00,0.00
PA-00876,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-01 Platform North,Z1 Compound,2025-11-01,2025-11-07,2025-11-27,451565.00,22578.25,428986.75,0.00,0.00
PA-00877,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-03 Access Road,Z3 Wadi Crossing,2025-06-05,2025-06-22,2025-06-24,430042.06,21502.10,408539.96,0.00,0.00
PA-00878,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-03 Access Road,Z4 Escarpment,2026-01-31,2026-02-12,2026-02-25,38637.49,1931.87,36705.62,0.00,0.00
PA-00879,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-04 Drainage Corridor,Z4 Escarpment,2025-04-06,2025-04-18,2025-05-08,184737.09,9236.85,175500.24,0.00,0.00
PA-00880,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-05 Compound Extension,Z4 Escarpment,2026-01-07,2026-01-16,2026-02-03,242427.24,12121.36,230305.88,0.00,0.00
PA-00881,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-03 Access Road,Z4 Escarpment,2025-07-09,2025-07-14,2025-07-20,220027.59,11001.37,209026.22,0.00,0.00
PA-00882,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-02 Platform South,Z3 Wadi Crossing,2026-01-02,2026-01-14,2026-01-19,69992.25,3499.61,66492.64,0.00,0.00
PA-00883,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-03 Access Road,Z1 Compound,2025-11-04,2025-11-13,2025-11-19,106348.20,5317.41,101030.79,0.00,0.00
PA-00884,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-02 Platform South,Z3 Wadi Crossing,2026-07-02,2026-07-13,2026-07-29,312516.23,15625.81,296890.42,0.00,0.00
PA-00885,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-03 Access Road,Z3 Wadi Crossing,2025-02-07,2025-02-10,2025-02-25,62913.15,3145.65,59767.50,0.00,0.00
PA-00886,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-01 Platform North,Z1 Compound,2025-12-24,2026-01-02,2026-01-10,228750.60,11437.53,217313.07,0.00,0.00
PA-00887,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-05 Compound Extension,Z3 Wadi Crossing,2025-12-27,2026-01-08,2026-01-14,271572.19,13578.60,257993.59,0.00,0.00
PA-00888,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-04 Drainage Corridor,Z4 Escarpment,2026-01-19,2026-02-01,2026-02-19,200435.07,10021.75,190413.32,0.00,0.00
PA-00889,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-05 Compound Extension,Z4 Escarpment,2026-07-21,2026-08-06,2026-08-13,311490.48,15574.52,295915.96,0.00,0.00
PA-00890,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-01 Platform North,Z4 Escarpment,2026-05-21,2026-06-08,2026-06-23,286203.96,14310.19,271893.77,0.00,0.00
PA-00891,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-05 Compound Extension,Z1 Compound,2026-02-14,2026-02-20,2026-03-05,16405.30,820.26,15585.04,0.00,0.00
PA-00892,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-01 Platform North,Z4 Escarpment,2026-05-30,2026-06-07,2026-06-10,75201.33,3760.06,71441.27,0.00,0.00
PA-00893,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-05 Compound Extension,Z3 Wadi Crossing,2026-08-08,2026-08-23,2026-08-29,259388.76,12969.43,246419.33,0.00,0.00
PA-00894,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-03 Access Road,Z4 Escarpment,2025-07-19,2025-08-02,2025-08-08,61423.37,3071.16,58352.21,0.00,0.00
PA-00895,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-01 Platform North,Z4 Escarpment,2025-12-06,2025-12-21,2026-01-02,299581.82,14979.09,284602.73,0.00,0.00
PA-00896,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-03 Access Road,Z3 Wadi Crossing,2025-08-22,2025-08-27,2025-09-15,144097.16,7204.85,136892.31,0.00,0.00
PA-00897,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-05 Compound Extension,Z4 Escarpment,2025-10-16,2025-10-22,2025-10-29,670891.46,33544.57,637346.89,0.00,0.00
PA-00898,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-04 Drainage Corridor,Z2 North Spur,2025-06-10,2025-06-19,2025-07-09,62756.66,3137.83,59618.83,0.00,0.00
PA-00899,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-04 Drainage Corridor,Z2 North Spur,2025-09-15,2025-09-28,2025-10-09,73213.34,3660.66,69552.68,0.00,0.00
PA-00900,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-05 Compound Extension,Z1 Compound,2025-09-18,2025-09-26,2025-10-13,109031.10,5451.55,103579.55,0.00,0.00
