line_ref,application_no,line_no,work_date,site,item_code,description,unit,site_zone,ground_class,quantity,rate_applied,amount,night_work,record_ref
PA-00519-04,PA-00519,4,2025-03-07,S-04 Drainage Corridor,B.21.010,"Blinding concrete, C15/20, thickness 75 mm",m2,Z2 North Spur,,59,31.38,1851.42,N,
PA-00519-05,PA-00519,5,2025-03-05,S-04 Drainage Corridor,A.11.030,"Grubbing up tree roots, girth exceeding 600 mm",no.,Z2 North Spur,,7,156.88,1098.16,N,
PA-00519-06,PA-00519,6,2025-03-02,S-04 Drainage Corridor,D.41.050,Bitumen tack coat between courses,m2,Z2 North Spur,,503,6.57,3304.71,N,
PA-00519-07,PA-00519,7,2025-02-22,S-04 Drainage Corridor,D.42.020,"Precast concrete channel, bedded and haunched",lm,Z2 North Spur,,306,68.69,21019.14,N,
PA-00519-08,PA-00519,8,2025-02-23,S-04 Drainage Corridor,B.23.010,"High-yield reinforcement bar, cut, bent and fixed",tonne,Z2 North Spur,,16,4367.20,69744.18,N,JS-00017
PA-00520-01,PA-00520,1,2026-05-15,S-05 Compound Extension,D.41.040,"Capping layer, 300 mm compacted",m2,Z2 North Spur,,799,32.83,26231.17,N,CT-00319
PA-00520-02,PA-00520,2,2026-05-12,S-05 Compound Extension,D.42.030,"Edging to footway, flat top, bedded",lm,Z2 North Spur,,172,41.76,7182.72,N,
PA-00520-03,PA-00520,3,2026-05-24,S-05 Compound Extension,A.11.030,"Grubbing up tree roots, girth exceeding 600 mm",no.,Z2 North Spur,,2,156.88,313.76,N,
PA-00520-04,PA-00520,4,2026-05-19,S-05 Compound Extension,E.51.030,"Standing time, tracked excavator and operator",hour,Z2 North Spur,,1,312.00,312.00,N,PS-00117
PA-00520-05,PA-00520,5,2026-05-18,S-05 Compound Extension,D.41.040,"Capping layer, 300 mm compacted",m2,Z2 North Spur,,289,32.83,9487.87,N,CT-00323
PA-00520-06,PA-00520,6,2026-05-17,S-05 Compound Extension,D.42.010,"Precast concrete kerb, bedded and haunched",lm,Z2 North Spur,,40,75.47,3018.80,N,
PA-00520-07,PA-00520,7,2026-05-15,S-05 Compound Extension,B.22.020,"Formwork to soffits, propped, height to 3.5 m",m2,Z2 North Spur,,446,97.31,43400.26,N,
PA-00520-08,PA-00520,8,2026-05-24,S-05 Compound Extension,D.43.020,"Road marking, thermoplastic, hatched area",m2,Z2 North Spur,,377,45.16,17025.32,N,
PA-00520-09,PA-00520,9,2026-05-29,S-05 Compound Extension,A.15.010,"Earthwork support to trenches, depth to 2 m",m2,Z2 North Spur,G1 Loose Sand,178,33.71,6000.38,N,
PA-00520-10,PA-00520,10,2026-05-25,S-05 Compound Extension,C.34.010,"Headwall to outfall, precast, bedded",no.,Z2 North Spur,,1,1022.90,1022.90,N,
PA-00520-11,PA-00520,11,2026-05-24,S-05 Compound Extension,A.13.010,Disposal of excavated material off site,m3,Z2 North Spur,,278,18.83,5234.74,N,
PA-00520-12,PA-00520,12,2026-05-22,S-05 Compound Extension,A.11.020,"Removal of existing hardstanding, broken out",m2,Z2 North Spur,G3 Cemented Fill,584,13.14,7673.76,N,
PA-00521-01,PA-00521,1,2025-06-18,S-01 Platform North,D.42.020,"Precast concrete channel, bedded and haunched",lm,Z1 Compound,,103,64.80,6674.40,N,
PA-00521-02,PA-00521,2,2025-07-06,S-01 Platform North,C.34.010,"Headwall to outfall, precast, bedded",no.,Z1 Compound,,8,965.00,7720.00,N,
PA-00521-03,PA-00521,3,2025-06-30,S-01 Platform North,A.13.030,Double handling of stockpiled material,m3,Z1 Compound,,296,9.80,2900.80,N,
PA-00521-04,PA-00521,4,2025-07-04,S-01 Platform North,D.41.010,"Sub-base, Type 1 granular, 250 mm compacted",m2,Z1 Compound,,531,38.46,20422.26,N,CT-00110
PA-00522-01,PA-00522,1,2025-10-29,S-05 Compound Extension,B.21.030,"Reinforced concrete to slabs, C32/40",m3,Z2 North Spur,,70,412.34,28863.80,N,PR-00199
PA-00522-02,PA-00522,2,2025-10-23,S-05 Compound Extension,A.14.030,"Geotextile separation membrane, laid and lapped",m2,Z2 North Spur,,98,15.48,1517.04,N,
PA-00522-03,PA-00522,3,2025-10-27,S-05 Compound Extension,D.43.010,"Road marking, thermoplastic, 100 mm line",lm,Z2 North Spur,,307,15.69,4816.83,N,
PA-00522-04,PA-00522,4,2025-10-25,S-05 Compound Extension,B.21.010,"Blinding concrete, C15/20, thickness 75 mm",m2,Z2 North Spur,,290,31.38,9100.20,N,
PA-00522-05,PA-00522,5,2025-10-26,S-05 Compound Extension,C.32.020,Gully pot and connection to carrier drain,no.,Z2 North Spur,,1,304.22,304.22,N,
PA-00522-06,PA-00522,6,2025-10-29,S-05 Compound Extension,A.12.040,"Excavation in trench, depth exceeding 4 m",m3,Z2 North Spur,G4 Weathered Rock,33,73.35,2420.55,N,DX-00141
PA-00522-07,PA-00522,7,2025-10-24,S-05 Compound Extension,E.51.010,"Wet weather standby, plant and operator",hour,Z2 North Spur,,10,246.00,2460.00,N,MO-00062
PA-00522-08,PA-00522,8,2025-10-28,S-05 Compound Extension,C.32.010,"Precast manhole, 1200 mm diameter, depth to 3 m",no.,Z2 North Spur,G3 Cemented Fill,3,1971.60,5914.80,N,
PA-00523-01,PA-00523,1,2026-07-06,S-02 Platform South,A.12.010,General excavation to reduce level,m3,Z1 Compound,G4 Weathered Rock,414,20.64,8544.96,N,
PA-00523-02,PA-00523,2,2026-07-08,S-02 Platform South,A.12.050,Excavation for manholes and chambers,m3,Z1 Compound,G5 Sound Rock,338,52.40,17711.20,N,
PA-00523-03,PA-00523,3,2026-07-06,S-02 Platform South,D.41.050,Bitumen tack coat between courses,m2,Z1 Compound,,859,6.20,5325.80,N,
PA-00523-04,PA-00523,4,2026-07-02,S-02 Platform South,A.11.010,"Site clearance, vegetation and topsoil strip",m2,Z1 Compound,,278,3.85,1070.30,N,
PA-00523-05,PA-00523,5,2026-07-07,S-02 Platform South,B.25.010,Cast-in sockets and holding-down bolt assemblies,no.,Z1 Compound,,8,822.78,6582.24,N,
PA-00523-06,PA-00523,6,2026-07-02,S-02 Platform South,A.16.010,"Dewatering by wellpoint, per week in operation",week,Z1 Compound,,1,1524.00,1524.00,N,DW-00106
PA-00524-01,PA-00524,1,2026-04-24,S-01 Platform North,B.23.010,"High-yield reinforcement bar, cut, bent and fixed",tonne,Z1 Compound,,16,3848.36,61573.76,N,JS-00290
PA-00524-02,PA-00524,2,2026-04-27,S-01 Platform North,A.12.020,"Excavation in trench, depth not exceeding 2 m",m3,Z1 Compound,G3 Cemented Fill,415,33.76,14010.40,N,
PA-00524-03,PA-00524,3,2026-04-27,S-01 Platform North,D.43.010,"Road marking, thermoplastic, 100 mm line",lm,Z1 Compound,,230,14.80,3404.00,N,
PA-00524-04,PA-00524,4,2026-04-15,S-01 Platform North,E.51.030,"Standing time, tracked excavator and operator",hour,Z1 Compound,,7,312.00,2184.00,N,PS-00110
PA-00525-01,PA-00525,1,2025-10-06,S-05 Compound Extension,B.26.010,"Surface treatment, power float to slabs",m2,Z1 Compound,,76,17.20,1307.20,N,
PA-00525-02,PA-00525,2,2025-10-09,S-05 Compound Extension,D.41.010,"Sub-base, Type 1 granular, 250 mm compacted",m2,Z1 Compound,,331,38.46,12730.26,N,CT-00177
PA-00525-03,PA-00525,3,2025-10-04,S-05 Compound Extension,B.23.010,"High-yield reinforcement bar, cut, bent and fixed",tonne,Z1 Compound,,3,4183.00,12549.00,N,JS-00160
PA-00525-04,PA-00525,4,2025-10-10,S-05 Compound Extension,B.21.050,"Mass concrete fill to voids, C20/25",m3,Z1 Compound,,227,296.00,67192.00,N,
PA-00525-05,PA-00525,5,2025-10-16,S-05 Compound Extension,A.11.020,"Removal of existing hardstanding, broken out",m2,Z1 Compound,G4 Weathered Rock,68,12.40,843.20,N,
PA-00525-06,PA-00525,6,2025-10-07,S-05 Compound Extension,A.15.010,"Earthwork support to trenches, depth to 2 m",m2,Z1 Compound,G3 Cemented Fill,803,31.80,25535.40,N,
PA-00525-07,PA-00525,7,2025-10-08,S-05 Compound Extension,E.51.020,"Traffic management, two-way signals, per day",day,Z1 Compound,,1,684.00,684.00,N,
PA-00526-01,PA-00526,1,2026-06-18,S-01 Platform North,C.31.020,"Ductile iron pipe, 400 mm, laid and jointed",lm,Z1 Compound,G2 Firm Sabkha,214,214.00,45796.00,N,PT-00244
PA-00526-02,PA-00526,2,2026-06-18,S-01 Platform North,A.11.030,"Grubbing up tree roots, girth exceeding 600 mm",no.,Z1 Compound,,5,148.00,740.00,N,
PA-00526-03,PA-00526,3,2026-06-19,S-01 Platform North,C.32.040,"Manhole cover and frame, Class D400, bedded",no.,Z1 Compound,,5,1590.90,7954.50,N,
PA-00526-04,PA-00526,4,2026-06-21,S-01 Platform North,A.14.030,"Geotextile separation membrane, laid and lapped",m2,Z1 Compound,,787,14.60,11490.20,N,
PA-00526-05,PA-00526,5,2026-06-24,S-01 Platform North,B.24.010,"Waterstop to construction joints, 230 mm",lm,Z1 Compound,,206,67.40,13884.40,N,
PA-00527-01,PA-00527,1,2025-03-20,S-05 Compound Extension,C.31.040,"Concrete surround to pipe, Class A bedding",lm,Z1 Compound,,203,73.10,14839.30,N,
PA-00527-02,PA-00527,2,2025-03-18,S-05 Compound Extension,C.31.030,"uPVC drainage pipe, 150 mm, laid and jointed",lm,Z1 Compound,G3 Cemented Fill,214,72.42,15497.88,Y,
PA-00527-03,PA-00527,3,2025-03-22,S-05 Compound Extension,E.52.010,"Joint survey and setting out, chainage band",no.,Z1 Compound,,6,478.00,2868.00,N,JS-00032
PA-00527-04,PA-00527,4,2025-03-25,S-05 Compound Extension,C.32.020,Gully pot and connection to carrier drain,no.,Z1 Compound,,6,287.00,1722.00,N,
PA-00528-01,PA-00528,1,2025-01-28,S-05 Compound Extension,B.21.030,"Reinforced concrete to slabs, C32/40",m3,Z2 North Spur,,176,412.34,72571.84,N,PR-00009
PA-00528-02,PA-00528,2,2025-01-28,S-05 Compound Extension,D.41.010,"Sub-base, Type 1 granular, 250 mm compacted",m2,Z2 North Spur,,735,44.31,32567.85,N,CT-00006
PA-00528-03,PA-00528,3,2025-01-28,S-05 Compound Extension,A.12.040,"Excavation in trench, depth exceeding 4 m",m3,Z2 North Spur,G4 Weathered Rock,215,100.86,21684.90,N,DX-00009
PA-00528-04,PA-00528,4,2025-01-30,S-05 Compound Extension,D.41.020,"Dense bitumen macadam binder course, 60 mm",m2,Z2 North Spur,,720,67.31,48463.20,N,
PA-00528-05,PA-00528,5,2025-02-01,S-05 Compound Extension,A.15.020,"Earthwork support to trenches, depth exceeding 2 m",m2,Z2 North Spur,G1 Loose Sand,470,49.32,23180.40,N,
PA-00528-06,PA-00528,6,2025-01-27,S-05 Compound Extension,D.42.030,"Edging to footway, flat top, bedded",lm,Z2 North Spur,,37,41.76,1545.12,N,
PA-00528-07,PA-00528,7,2025-01-27,S-05 Compound Extension,D.41.030,"Stone mastic asphalt surface course, 40 mm",m2,Z2 North Spur,,146,94.76,13834.96,N,
PA-00528-08,PA-00528,8,2025-01-28,S-05 Compound Extension,B.22.010,"Formwork to vertical faces, basic finish",m2,Z2 North Spur,,419,78.97,33088.43,N,
PA-00529-01,PA-00529,1,2025-09-15,S-02 Platform South,A.13.010,Disposal of excavated material off site,m3,Z4 Escarpment,,404,22.74,9186.96,N,
PA-00529-02,PA-00529,2,2025-09-10,S-02 Platform South,C.31.010,"uPVC drainage pipe, 225 mm, laid and jointed",lm,Z4 Escarpment,G1 Loose Sand,143,109.21,15617.03,N,
PA-00529-03,PA-00529,3,2025-09-16,S-02 Platform South,D.41.050,Bitumen tack coat between courses,m2,Z4 Escarpment,,694,7.94,5510.36,N,
PA-00529-04,PA-00529,4,2025-09-03,S-02 Platform South,E.51.030,"Standing time, tracked excavator and operator",hour,Z4 Escarpment,,8,312.00,2496.00,N,PS-00056
PA-00529-05,PA-00529,5,2025-09-11,S-02 Platform South,A.12.020,"Excavation in trench, depth not exceeding 2 m",m3,Z4 Escarpment,G5 Sound Rock,190,68.25,12967.50,N,
PA-00529-06,PA-00529,6,2025-09-10,S-02 Platform South,B.21.050,"Mass concrete fill to voids, C20/25",m3,Z4 Escarpment,,163,378.88,61757.44,N,
PA-00529-07,PA-00529,7,2025-09-12,S-02 Platform South,C.32.020,Gully pot and connection to carrier drain,no.,Z4 Escarpment,,8,367.36,2938.88,N,
PA-00529-08,PA-00529,8,2025-09-12,S-02 Platform South,E.52.010,"Joint survey and setting out, chainage band",no.,Z4 Escarpment,,2,478.00,956.00,N,JS-00144
PA-00529-09,PA-00529,9,2025-09-07,S-02 Platform South,A.11.010,"Site clearance, vegetation and topsoil strip",m2,Z4 Escarpment,,840,4.93,4141.20,N,
PA-00529-10,PA-00529,10,2025-09-02,S-02 Platform South,A.16.010,"Dewatering by wellpoint, per week in operation",week,Z4 Escarpment,,1,1950.72,1950.72,N,DW-00044
PA-00529-11,PA-00529,11,2025-09-15,S-02 Platform South,B.21.030,"Reinforced concrete to slabs, C32/40",m3,Z4 Escarpment,,377,497.92,187715.84,N,PR-00167
PA-00529-12,PA-00529,12,2025-09-16,S-02 Platform South,C.32.020,Gully pot and connection to carrier drain,no.,Z4 Escarpment,,3,367.36,1102.08,N,
PA-00530-01,PA-00530,1,2025-09-01,S-02 Platform South,A.11.020,"Removal of existing hardstanding, broken out",m2,Z1 Compound,G1 Loose Sand,540,11.66,6296.40,N,
PA-00530-02,PA-00530,2,2025-08-28,S-02 Platform South,E.53.010,Attendance on statutory undertaker,day,Z1 Compound,,1,389.00,389.00,N,
PA-00530-03,PA-00530,3,2025-08-28,S-02 Platform South,A.13.020,"Retention of excavated material on site, stockpiled",m3,Z1 Compound,,97,6.40,620.80,N,
PA-00530-04,PA-00530,4,2025-08-29,S-02 Platform South,A.12.040,"Excavation in trench, depth exceeding 4 m",m3,Z1 Compound,G3 Cemented Fill,387,77.50,29992.50,N,DX-00107
PA-00530-05,PA-00530,5,2025-08-31,S-02 Platform South,C.32.040,"Manhole cover and frame, Class D400, bedded",no.,Z1 Compound,,8,1586.25,12690.00,N,
PA-00530-06,PA-00530,6,2025-08-31,S-02 Platform South,E.51.030,"Standing time, tracked excavator and operator",hour,Z1 Compound,,7,312.00,2184.00,N,PS-00054
PA-00530-07,PA-00530,7,2025-09-01,S-02 Platform South,D.43.020,"Road marking, thermoplastic, hatched area",m2,Z1 Compound,,877,42.60,37360.20,N,
PA-00530-08,PA-00530,8,2025-08-29,S-02 Platform South,B.23.020,"Mesh reinforcement, A393, laid and lapped",m2,Z1 Compound,,767,144.00,110448.00,N,JS-00132
PA-00530-09,PA-00530,9,2025-08-27,S-02 Platform South,A.13.030,Double handling of stockpiled material,m3,Z1 Compound,,349,9.80,3420.20,N,
PA-00530-10,PA-00530,10,2025-08-30,S-02 Platform South,A.12.030,"Excavation in trench, depth 2 m to 4 m",m3,Z1 Compound,G4 Weathered Rock,81,65.45,5301.45,N,DX-00108
PA-00530-11,PA-00530,11,2025-08-29,S-02 Platform South,A.13.020,"Retention of excavated material on site, stockpiled",m3,Z1 Compound,,93,6.40,595.20,N,
PA-00530-12,PA-00530,12,2025-08-28,S-02 Platform South,D.42.010,"Precast concrete kerb, bedded and haunched",lm,Z1 Compound,,224,71.20,15948.80,N,
PA-00530-13,PA-00530,13,2025-08-27,S-02 Platform South,D.41.010,"Sub-base, Type 1 granular, 250 mm compacted",m2,Z1 Compound,,163,38.46,6268.98,N,CT-00152
PA-00531-01,PA-00531,1,2026-03-04,S-03 Access Road,B.26.010,"Surface treatment, power float to slabs",m2,Z4 Escarpment,,241,22.02,5306.82,N,
PA-00531-02,PA-00531,2,2026-03-10,S-03 Access Road,D.41.030,"Stone mastic asphalt surface course, 40 mm",m2,Z4 Escarpment,,720,125.64,90460.80,N,
PA-00531-03,PA-00531,3,2026-03-06,S-03 Access Road,B.24.010,"Waterstop to construction joints, 230 mm",lm,Z4 Escarpment,,35,86.27,3019.45,N,
PA-00531-04,PA-00531,4,2026-02-22,S-03 Access Road,D.41.010,"Sub-base, Type 1 granular, 250 mm compacted",m2,Z4 Escarpment,,733,50.83,37258.39,N,CT-00276
PA-00531-05,PA-00531,5,2026-02-21,S-03 Access Road,A.12.030,"Excavation in trench, depth 2 m to 4 m",m3,Z4 Escarpment,G4 Weathered Rock,243,60.93,14805.99,N,DX-00195
PA-00531-06,PA-00531,6,2026-03-10,S-03 Access Road,D.41.010,"Sub-base, Type 1 granular, 250 mm compacted",m2,Z4 Escarpment,,361,50.83,18349.63,N,CT-00282
PA-00531-07,PA-00531,7,2026-03-08,S-03 Access Road,B.21.020,"Reinforced concrete to foundations, C32/40",m3,Z4 Escarpment,,140,552.32,77324.80,N,PR-00275
PA-00531-08,PA-00531,8,2026-03-07,S-03 Access Road,C.32.030,"Precast manhole, 1800 mm diameter, depth to 5 m",no.,Z4 Escarpment,G3 Cemented Fill,3,3793.92,11381.76,N,PT-00211
PA-00531-09,PA-00531,9,2026-02-22,S-03 Access Road,A.13.010,Disposal of excavated material off site,m3,Z4 Escarpment,,235,24.19,5684.65,N,
PA-00531-10,PA-00531,10,2026-02-24,S-03 Access Road,D.41.040,"Capping layer, 300 mm compacted",m2,Z4 Escarpment,,326,39.64,12922.64,N,CT-00277
PA-00531-11,PA-00531,11,2026-02-21,S-03 Access Road,E.51.030,"Standing time, tracked excavator and operator",hour,Z4 Escarpment,,5,312.00,1560.00,N,PS-00094
PA-00531-12,PA-00531,12,2026-02-24,S-03 Access Road,C.31.010,"uPVC drainage pipe, 225 mm, laid and jointed",lm,Z4 Escarpment,G2 Firm Sabkha,239,121.59,29060.01,N,
PA-00532-01,PA-00532,1,2026-04-12,S-05 Compound Extension,B.23.020,"Mesh reinforcement, A393, laid and lapped",m2,Z2 North Spur,,621,153.13,95093.73,N,JS-00283
PA-00532-02,PA-00532,2,2026-04-14,S-05 Compound Extension,B.21.030,"Reinforced concrete to slabs, C32/40",m3,Z2 North Spur,,378,412.34,155864.52,N,PR-00298
PA-00532-03,PA-00532,3,2026-04-12,S-05 Compound Extension,D.42.010,"Precast concrete kerb, bedded and haunched",lm,Z2 North Spur,,95,75.47,7169.65,N,
PA-00532-04,PA-00532,4,2026-04-14,S-05 Compound Extension,B.23.010,"High-yield reinforcement bar, cut, bent and fixed",tonne,Z2 North Spur,,18,4079.26,73426.68,N,JS-00285
PA-00532-05,PA-00532,5,2026-04-16,S-05 Compound Extension,C.32.030,"Precast manhole, 1800 mm diameter, depth to 5 m",no.,Z2 North Spur,G5 Sound Rock,3,3042.62,9127.86,N,PT-00222
PA-00532-06,PA-00532,6,2026-04-20,S-05 Compound Extension,C.32.010,"Precast manhole, 1200 mm diameter, depth to 3 m",no.,Z2 North Spur,G3 Cemented Fill,6,1813.87,10883.22,N,
PA-00532-07,PA-00532,7,2026-04-20,S-05 Compound Extension,A.11.010,"Site clearance, vegetation and topsoil strip",m2,Z2 North Spur,,289,4.08,1179.12,N,
PA-00532-08,PA-00532,8,2026-04-15,S-05 Compound Extension,B.22.010,"Formwork to vertical faces, basic finish",m2,Z2 North Spur,,601,73.44,44137.44,N,
PA-00532-09,PA-00532,9,2026-04-16,S-05 Compound Extension,A.12.050,Excavation for manholes and chambers,m3,Z2 North Spur,G1 Loose Sand,25,55.54,1388.50,N,
PA-00532-10,PA-00532,10,2026-04-14,S-05 Compound Extension,C.32.030,"Precast manhole, 1800 mm diameter, depth to 5 m",no.,Z2 North Spur,G1 Loose Sand,3,3042.62,9127.86,N,PT-00220
PA-00533-01,PA-00533,1,2026-05-19,S-05 Compound Extension,C.31.040,"Concrete surround to pipe, Class A bedding",lm,Z1 Compound,,217,73.10,15862.70,N,
PA-00533-02,PA-00533,2,2026-05-15,S-05 Compound Extension,B.23.020,"Mesh reinforcement, A393, laid and lapped",m2,Z1 Compound,,723,144.54,104502.42,N,JS-00298
PA-00533-03,PA-00533,3,2026-05-11,S-05 Compound Extension,C.32.040,"Manhole cover and frame, Class D400, bedded",no.,Z1 Compound,,8,1592.17,12737.36,N,
PA-00533-04,PA-00533,4,2026-05-12,S-05 Compound Extension,C.31.010,"uPVC drainage pipe, 225 mm, laid and jointed",lm,Z1 Compound,G1 Loose Sand,185,96.80,17908.00,N,
PA-00533-05,PA-00533,5,2026-05-13,S-05 Compound Extension,C.31.040,"Concrete surround to pipe, Class A bedding",lm,Z1 Compound,,292,73.10,21345.20,N,
PA-00533-06,PA-00533,6,2026-05-14,S-05 Compound Extension,C.32.030,"Precast manhole, 1800 mm diameter, depth to 5 m",no.,Z1 Compound,G5 Sound Rock,1,2870.40,2870.40,N,PT-00230
PA-00533-07,PA-00533,7,2026-05-19,S-05 Compound Extension,A.13.030,Double handling of stockpiled material,m3,Z1 Compound,,137,9.80,1342.60,N,
PA-00533-08,PA-00533,8,2026-05-16,S-05 Compound Extension,E.53.010,Attendance on statutory undertaker,day,Z1 Compound,,1,389.00,389.00,N,
PA-00533-09,PA-00533,9,2026-05-19,S-05 Compound Extension,D.41.030,"Stone mastic asphalt surface course, 40 mm",m2,Z1 Compound,,733,125.50,91991.50,Y,
PA-00533-10,PA-00533,10,2026-05-11,S-05 Compound Extension,D.44.010,"Road stud, reflective, bedded in resin",no.,Z1 Compound,,2,31.80,63.60,N,
PA-00533-11,PA-00533,11,2026-05-12,S-05 Compound Extension,A.13.030,Double handling of stockpiled material,m3,Z1 Compound,,319,9.80,3126.20,N,
PA-00533-12,PA-00533,12,2026-05-14,S-05 Compound Extension,A.12.030,"Excavation in trench, depth 2 m to 4 m",m3,Z1 Compound,G3 Cemented Fill,420,47.60,19992.00,N,DX-00219
PA-00534-01,PA-00534,1,2026-01-20,S-02 Platform South,E.52.010,"Joint survey and setting out, chainage band",no.,Z1 Compound,,8,478.00,3824.00,N,JS-00239
PA-00534-02,PA-00534,2,2026-01-20,S-02 Platform South,A.12.060,Trimming of formation to level and gradient,m2,Z1 Compound,,448,6.90,3091.20,N,
PA-00534-03,PA-00534,3,2026-01-16,S-02 Platform South,D.41.010,"Sub-base, Type 1 granular, 250 mm compacted",m2,Z1 Compound,,329,41.80,13752.20,N,CT-00255
PA-00534-04,PA-00534,4,2026-01-20,S-02 Platform South,B.21.050,"Mass concrete fill to voids, C20/25",m3,Z1 Compound,,165,296.00,48840.00,N,
PA-00534-05,PA-00534,5,2026-01-22,S-02 Platform South,A.14.030,"Geotextile separation membrane, laid and lapped",m2,Z1 Compound,,53,14.60,773.80,N,
PA-00534-06,PA-00534,6,2026-01-22,S-02 Platform South,E.54.010,"Temporary haul road, maintained, per week",week,Z1 Compound,,1,948.00,948.00,N,
PA-00534-07,PA-00534,7,2026-01-21,S-02 Platform South,B.24.010,"Waterstop to construction joints, 230 mm",lm,Z1 Compound,,235,67.40,15839.00,N,
PA-00534-08,PA-00534,8,2026-01-17,S-02 Platform South,B.21.040,"Reinforced concrete to walls, C32/40",m3,Z1 Compound,,96,604.80,58060.80,N,PR-00243
PA-00534-09,PA-00534,9,2026-01-19,S-02 Platform South,C.31.020,"Ductile iron pipe, 400 mm, laid and jointed",lm,Z1 Compound,G5 Sound Rock,137,214.00,29318.00,N,PT-00188
PA-00534-10,PA-00534,10,2026-01-19,S-02 Platform South,E.51.030,"Standing time, tracked excavator and operator",hour,Z1 Compound,,8,312.00,2496.00,N,PS-00088
PA-00534-11,PA-00534,11,2026-01-18,S-02 Platform South,D.42.020,"Precast concrete channel, bedded and haunched",lm,Z1 Compound,,39,64.80,2527.20,N,
PA-00534-12,PA-00534,12,2026-01-15,S-02 Platform South,A.12.020,"Excavation in trench, depth not exceeding 2 m",m3,Z1 Compound,G5 Sound Rock,152,34.80,5289.60,N,
PA-00534-13,PA-00534,13,2026-01-20,S-02 Platform South,A.11.030,"Grubbing up tree roots, girth exceeding 600 mm",no.,Z1 Compound,,4,148.00,592.00,N,
PA-00535-01,PA-00535,1,2025-08-31,S-03 Access Road,B.27.010,"Movement joint, 20 mm, sealed both faces",lm,Z1 Compound,,150,89.50,13425.00,N,
PA-00535-02,PA-00535,2,2025-08-30,S-03 Access Road,B.21.020,"Reinforced concrete to foundations, C32/40",m3,Z1 Compound,,140,582.53,81554.20,N,PR-00159
PA-00535-03,PA-00535,3,2025-09-09,S-03 Access Road,C.31.020,"Ductile iron pipe, 400 mm, laid and jointed",lm,Z1 Compound,G5 Sound Rock,371,348.82,129412.22,N,PT-00125
PA-00535-04,PA-00535,4,2025-09-08,S-03 Access Road,D.42.010,"Precast concrete kerb, bedded and haunched",lm,Z1 Compound,,264,71.20,18796.80,N,
