invoice_no,contract_ref,contractor,well_name,rig,field,well_class,period_start,period_end,invoice_date,net_amount,vat_amount,invoice_total,adjustment
MDS-01159,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-221,NG-Rig 47,Harran,Standard,20-Feb-2026,24-Feb-2026,09-Mar-2026,85959.60,12893.94,98853.54,0.00
MDS-01160,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-027,NG-Rig 14,Qarn Alam North,HPHT,21-Feb-2026,23-Feb-2026,23-Mar-2026,82333.22,12349.98,94683.20,0.00
MDS-01161,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-062,NG-Rig 21,Qarn Alam North,Extended Reach,21-Feb-2026,23-Feb-2026,25-Mar-2026,81400.05,12210.01,93610.06,0.00
MDS-01162,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-116,NG-Rig 30,Burqan Deep,Extended Reach,21-Feb-2026,23-Feb-2026,19-Mar-2026,110703.81,16605.57,127309.38,0.00
MDS-01163,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-151,NG-Rig 35,Harran,Standard,21-Feb-2026,24-Feb-2026,05-Mar-2026,133189.64,19978.45,153168.09,0.00
MDS-01164,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-169,NG-Rig 38,Burqan Deep,HPHT,21-Feb-2026,23-Feb-2026,19-Mar-2026,69309.18,10396.38,79705.56,0.00
MDS-01165,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-080,NG-Rig 23,Burqan Deep,Standard,22-Feb-2026,26-Feb-2026,20-Mar-2026,108395.99,16259.40,124655.39,0.00
MDS-01166,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-204,NG-Rig 44,Burqan Deep,Extended Reach,22-Feb-2026,25-Feb-2026,12-Mar-2026,120133.87,18020.08,138153.95,0.00
MDS-01167,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-027,NG-Rig 14,Qarn Alam North,HPHT,24-Feb-2026,27-Feb-2026,10-Mar-2026,223531.96,33529.79,257061.75,0.00
MDS-01168,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-062,NG-Rig 21,Qarn Alam North,Extended Reach,24-Feb-2026,28-Feb-2026,28-Mar-2026,83199.90,12479.98,95679.88,0.00
MDS-01169,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-116,NG-Rig 30,Burqan Deep,Extended Reach,24-Feb-2026,27-Feb-2026,18-Mar-2026,179054.50,26858.18,205912.68,0.00
MDS-01170,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-169,NG-Rig 38,Burqan Deep,HPHT,24-Feb-2026,01-Mar-2026,13-Mar-2026,161685.13,24252.77,185937.90,0.00
MDS-01171,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-011,NG-Rig 11,Wadi Sahm,Standard,25-Feb-2026,27-Feb-2026,07-Mar-2026,76074.97,11411.25,87486.22,0.00
MDS-01172,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-221,NG-Rig 47,Harran,Standard,25-Feb-2026,28-Feb-2026,16-Mar-2026,63729.06,9559.36,73288.42,0.00
MDS-01173,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-044,NG-Rig 17,Harran,Standard,25-Feb-2026,01-Mar-2026,06-Mar-2026,127552.94,19132.94,146685.88,0.00
MDS-01174,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-134,NG-Rig 32,Qarn Alam North,HPHT,25-Feb-2026,01-Mar-2026,12-Mar-2026,119828.55,17974.28,137802.83,0.00
MDS-01175,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-151,NG-Rig 35,Harran,Standard,25-Feb-2026,27-Feb-2026,28-Mar-2026,99027.68,14854.15,113881.83,0.00
MDS-01176,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-186,NG-Rig 41,Wadi Sahm,Extended Reach,25-Feb-2026,01-Mar-2026,10-Mar-2026,149320.77,22398.12,171718.89,0.00
MDS-01177,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-098,NG-Rig 26,Wadi Sahm,Standard,26-Feb-2026,01-Mar-2026,28-Mar-2026,90768.51,13615.28,104383.79,0.00
MDS-01178,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-204,NG-Rig 44,Burqan Deep,Extended Reach,26-Feb-2026,01-Mar-2026,06-Mar-2026,143565.32,21534.80,165100.12,0.00
MDS-01179,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-080,NG-Rig 23,Burqan Deep,Standard,27-Feb-2026,04-Mar-2026,31-Mar-2026,156773.67,23516.05,180289.72,0.00
MDS-01180,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-011,NG-Rig 11,Wadi Sahm,Standard,28-Feb-2026,02-Mar-2026,12-Mar-2026,50793.54,7619.03,58412.57,0.00
MDS-01181,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-027,NG-Rig 14,Qarn Alam North,HPHT,28-Feb-2026,03-Mar-2026,08-Mar-2026,59916.65,8987.50,68904.15,0.00
MDS-01182,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-116,NG-Rig 30,Burqan Deep,Extended Reach,28-Feb-2026,04-Mar-2026,26-Mar-2026,179458.13,26918.72,206376.85,0.00
MDS-01183,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-151,NG-Rig 35,Harran,Standard,28-Feb-2026,02-Mar-2026,25-Mar-2026,78067.61,11710.14,89777.75,0.00
MDS-01184,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-062,NG-Rig 21,Qarn Alam North,Extended Reach,01-Mar-2026,05-Mar-2026,04-Apr-2026,138131.08,20719.66,158850.74,0.00
MDS-01185,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-221,NG-Rig 47,Harran,Standard,01-Mar-2026,04-Mar-2026,09-Mar-2026,80685.75,12102.86,92788.61,0.00
MDS-01186,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-098,NG-Rig 26,Wadi Sahm,Standard,02-Mar-2026,04-Mar-2026,03-Apr-2026,68457.72,10268.66,78726.38,0.00
MDS-01187,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-044,NG-Rig 17,Harran,Standard,02-Mar-2026,04-Mar-2026,29-Mar-2026,92088.83,13813.32,105902.15,0.00
MDS-01188,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-134,NG-Rig 32,Qarn Alam North,HPHT,02-Mar-2026,04-Mar-2026,01-Apr-2026,41592.92,6238.94,47831.86,0.00
MDS-01189,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-169,NG-Rig 38,Burqan Deep,HPHT,02-Mar-2026,05-Mar-2026,19-Mar-2026,110339.37,16550.91,126890.28,0.00
MDS-01190,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-186,NG-Rig 41,Wadi Sahm,Extended Reach,02-Mar-2026,07-Mar-2026,26-Mar-2026,186679.18,28001.88,214681.06,0.00
MDS-01191,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-204,NG-Rig 44,Burqan Deep,Extended Reach,02-Mar-2026,04-Mar-2026,03-Apr-2026,110092.88,16513.93,126606.81,0.00
MDS-01192,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-011,NG-Rig 11,Wadi Sahm,Standard,03-Mar-2026,05-Mar-2026,13-Mar-2026,49075.85,7361.38,56437.23,0.00
MDS-01193,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-151,NG-Rig 35,Harran,Standard,03-Mar-2026,06-Mar-2026,29-Mar-2026,163312.82,24496.92,187809.74,0.00
MDS-01194,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-027,NG-Rig 14,Qarn Alam North,HPHT,04-Mar-2026,07-Mar-2026,18-Mar-2026,68876.94,10331.54,79208.48,0.00
MDS-01195,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-080,NG-Rig 23,Burqan Deep,Standard,05-Mar-2026,10-Mar-2026,25-Mar-2026,178317.91,26747.69,205065.60,0.00
MDS-01196,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-098,NG-Rig 26,Wadi Sahm,Standard,05-Mar-2026,08-Mar-2026,31-Mar-2026,117541.15,17631.17,135172.32,0.00
MDS-01197,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-116,NG-Rig 30,Burqan Deep,Extended Reach,05-Mar-2026,08-Mar-2026,27-Mar-2026,134018.98,20102.85,154121.83,0.00
MDS-01198,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-221,NG-Rig 47,Harran,Standard,05-Mar-2026,09-Mar-2026,15-Mar-2026,153528.83,23029.32,176558.15,0.00
MDS-01199,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-044,NG-Rig 17,Harran,Standard,05-Mar-2026,09-Mar-2026,06-Apr-2026,86719.61,13007.94,99727.55,0.00
MDS-01200,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-134,NG-Rig 32,Qarn Alam North,HPHT,05-Mar-2026,09-Mar-2026,30-Mar-2026,86772.75,13015.91,99788.66,0.00
MDS-01201,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-204,NG-Rig 44,Burqan Deep,Extended Reach,05-Mar-2026,08-Mar-2026,15-Mar-2026,142578.93,21386.84,163965.77,0.00
MDS-01202,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-011,NG-Rig 11,Wadi Sahm,Standard,06-Mar-2026,10-Mar-2026,24-Mar-2026,99806.68,14971.00,114777.68,0.00
MDS-01203,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-062,NG-Rig 21,Qarn Alam North,Extended Reach,06-Mar-2026,08-Mar-2026,27-Mar-2026,82450.45,12367.57,94818.02,0.00
MDS-01204,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-169,NG-Rig 38,Burqan Deep,HPHT,06-Mar-2026,09-Mar-2026,13-Mar-2026,127349.78,19102.47,146452.25,0.00
MDS-01205,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-151,NG-Rig 35,Harran,Standard,07-Mar-2026,12-Mar-2026,26-Mar-2026,238569.88,35785.48,274355.36,0.00
MDS-01206,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-027,NG-Rig 14,Qarn Alam North,HPHT,08-Mar-2026,10-Mar-2026,29-Mar-2026,78428.92,11764.34,90193.26,0.00
MDS-01207,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-186,NG-Rig 41,Wadi Sahm,Extended Reach,08-Mar-2026,10-Mar-2026,27-Mar-2026,81036.99,12155.55,93192.54,0.00
MDS-01208,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-062,NG-Rig 21,Qarn Alam North,Extended Reach,09-Mar-2026,12-Mar-2026,06-Apr-2026,145544.17,21831.63,167375.80,0.00
MDS-01209,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-116,NG-Rig 30,Burqan Deep,Extended Reach,09-Mar-2026,11-Mar-2026,15-Mar-2026,121533.80,18230.07,139763.87,0.00
MDS-01210,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-204,NG-Rig 44,Burqan Deep,Extended Reach,09-Mar-2026,11-Mar-2026,06-Apr-2026,118531.12,17779.67,136310.79,0.00
MDS-01211,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-221,NG-Rig 47,Harran,Standard,10-Mar-2026,15-Mar-2026,20-Mar-2026,207554.61,31133.19,238687.80,0.00
MDS-01212,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-044,NG-Rig 17,Harran,Standard,10-Mar-2026,13-Mar-2026,27-Mar-2026,94055.20,14108.28,108163.48,0.00
MDS-01213,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-134,NG-Rig 32,Qarn Alam North,HPHT,10-Mar-2026,15-Mar-2026,11-Apr-2026,257158.96,38573.84,295732.80,0.00
MDS-01214,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-169,NG-Rig 38,Burqan Deep,HPHT,10-Mar-2026,11-Mar-2026,31-Mar-2026,76484.02,11472.60,87956.62,0.00
MDS-01215,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-011,NG-Rig 11,Wadi Sahm,Standard,11-Mar-2026,16-Mar-2026,13-Apr-2026,119967.86,17995.18,137963.04,0.00
MDS-01216,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-080,NG-Rig 23,Burqan Deep,Standard,11-Mar-2026,15-Mar-2026,04-Apr-2026,106105.36,15915.80,122021.16,0.00
MDS-01217,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-186,NG-Rig 41,Wadi Sahm,Extended Reach,11-Mar-2026,14-Mar-2026,01-Apr-2026,79302.54,11895.38,91197.92,0.00
MDS-01218,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-099,NG-Rig 26,Burqan Deep,Standard,12-Mar-2026,17-Mar-2026,05-Apr-2026,126916.14,19037.42,145953.56,0.00
MDS-01219,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-204,NG-Rig 44,Burqan Deep,Extended Reach,12-Mar-2026,14-Mar-2026,30-Mar-2026,118695.82,17804.37,136500.19,0.00
MDS-01220,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-062,NG-Rig 21,Qarn Alam North,Extended Reach,13-Mar-2026,17-Mar-2026,30-Mar-2026,177509.64,26626.45,204136.09,0.00
MDS-01221,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-117,NG-Rig 30,Harran,Standard,13-Mar-2026,17-Mar-2026,04-Apr-2026,110320.62,16548.09,126868.71,0.00
MDS-01222,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-151,NG-Rig 35,Harran,Standard,13-Mar-2026,17-Mar-2026,09-Apr-2026,182311.84,27346.78,209658.62,0.00
MDS-01223,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-028,NG-Rig 14,Qarn Alam North,Extended Reach,14-Mar-2026,18-Mar-2026,11-Apr-2026,118333.47,17750.02,136083.49,0.00
MDS-01224,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-170,NG-Rig 38,Burqan Deep,Standard,15-Mar-2026,18-Mar-2026,10-Apr-2026,94749.74,14212.46,108962.20,0.00
MDS-01225,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-186,NG-Rig 41,Wadi Sahm,Extended Reach,15-Mar-2026,17-Mar-2026,30-Mar-2026,47738.61,7160.79,54899.40,0.00
MDS-01226,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-204,NG-Rig 44,Burqan Deep,Extended Reach,15-Mar-2026,19-Mar-2026,02-Apr-2026,140118.05,21017.71,161135.76,0.00
MDS-01227,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-080,NG-Rig 23,Burqan Deep,Standard,16-Mar-2026,19-Mar-2026,31-Mar-2026,62448.02,9367.20,71815.22,0.00
MDS-01228,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-221,NG-Rig 47,Harran,Standard,16-Mar-2026,20-Mar-2026,31-Mar-2026,182368.00,27355.20,209723.20,0.00
MDS-01229,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-134,NG-Rig 32,Qarn Alam North,HPHT,16-Mar-2026,18-Mar-2026,04-Apr-2026,122279.19,18341.88,140621.07,0.00
MDS-01230,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-011,NG-Rig 11,Wadi Sahm,Standard,17-Mar-2026,20-Mar-2026,27-Mar-2026,99354.97,14903.25,114258.22,0.00
MDS-01231,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-062,NG-Rig 21,Qarn Alam North,Extended Reach,18-Mar-2026,22-Mar-2026,09-Apr-2026,233220.23,34983.03,268203.26,0.00
MDS-01232,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-099,NG-Rig 26,Burqan Deep,Standard,18-Mar-2026,23-Mar-2026,21-Apr-2026,110535.21,16580.28,127115.49,0.00
MDS-01233,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-045,NG-Rig 17,Burqan Deep,Extended Reach,18-Mar-2026,23-Mar-2026,09-Apr-2026,132305.70,19845.86,152151.56,0.00
MDS-01234,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-117,NG-Rig 30,Harran,Standard,18-Mar-2026,20-Mar-2026,16-Apr-2026,39340.63,5901.09,45241.72,0.00
MDS-01235,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-186,NG-Rig 41,Wadi Sahm,Extended Reach,18-Mar-2026,23-Mar-2026,10-Apr-2026,82092.10,12313.82,94405.92,0.00
MDS-01236,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-170,NG-Rig 38,Burqan Deep,Standard,19-Mar-2026,22-Mar-2026,28-Mar-2026,63803.70,9570.56,73374.26,0.00
MDS-01237,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-028,NG-Rig 14,Qarn Alam North,Extended Reach,19-Mar-2026,22-Mar-2026,12-Apr-2026,73132.99,10969.95,84102.94,0.00
MDS-01238,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-134,NG-Rig 32,Qarn Alam North,HPHT,19-Mar-2026,23-Mar-2026,29-Mar-2026,219138.31,32870.75,252009.06,0.00
MDS-01239,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-080,NG-Rig 23,Burqan Deep,Standard,20-Mar-2026,22-Mar-2026,12-Apr-2026,74120.38,11118.06,85238.44,0.00
MDS-01240,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-204,NG-Rig 44,Burqan Deep,Extended Reach,20-Mar-2026,24-Mar-2026,14-Apr-2026,84436.36,12665.45,97101.81,0.00
MDS-01241,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-011,NG-Rig 11,Wadi Sahm,Standard,21-Mar-2026,25-Mar-2026,16-Apr-2026,140147.87,21022.18,161170.05,0.00
MDS-01242,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-117,NG-Rig 30,Harran,Standard,21-Mar-2026,23-Mar-2026,15-Apr-2026,51522.00,7728.30,59250.30,0.00
MDS-01243,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-221,NG-Rig 47,Harran,Standard,21-Mar-2026,24-Mar-2026,05-Apr-2026,87745.14,13161.77,100906.91,0.00
MDS-01244,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-062,NG-Rig 21,Qarn Alam North,Extended Reach,23-Mar-2026,24-Mar-2026,31-Mar-2026,96730.03,14509.50,111239.53,0.00
MDS-01245,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-152,NG-Rig 35,Wadi Sahm,Standard,23-Mar-2026,27-Mar-2026,20-Apr-2026,120055.84,18008.38,138064.22,0.00
MDS-01246,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-170,NG-Rig 38,Burqan Deep,Standard,23-Mar-2026,25-Mar-2026,20-Apr-2026,34497.71,5174.66,39672.37,0.00
MDS-01247,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-028,NG-Rig 14,Qarn Alam North,Extended Reach,23-Mar-2026,25-Mar-2026,28-Mar-2026,56526.92,8479.04,65005.96,0.00
MDS-01248,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-099,NG-Rig 26,Burqan Deep,Standard,24-Mar-2026,28-Mar-2026,24-Apr-2026,142228.90,21334.34,163563.24,0.00
MDS-01249,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-045,NG-Rig 17,Burqan Deep,Extended Reach,24-Mar-2026,26-Mar-2026,09-Apr-2026,48122.83,7218.42,55341.25,0.00
MDS-01250,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-117,NG-Rig 30,Harran,Standard,24-Mar-2026,29-Mar-2026,19-Apr-2026,121056.44,18158.47,139214.91,0.00
MDS-01251,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-134,NG-Rig 32,Qarn Alam North,HPHT,24-Mar-2026,28-Mar-2026,03-Apr-2026,297582.86,44637.43,342220.29,0.00
MDS-01252,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-186,NG-Rig 41,Wadi Sahm,Extended Reach,24-Mar-2026,25-Mar-2026,15-Apr-2026,60709.67,9106.45,69816.12,0.00
MDS-01253,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-221,NG-Rig 47,Harran,Standard,25-Mar-2026,29-Mar-2026,23-Apr-2026,81154.88,12173.23,93328.11,0.00
MDS-01254,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-204,NG-Rig 44,Burqan Deep,Extended Reach,25-Mar-2026,26-Mar-2026,31-Mar-2026,60348.95,9052.34,69401.29,0.00
MDS-01255,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-011,NG-Rig 11,Wadi Sahm,Standard,26-Mar-2026,30-Mar-2026,19-Apr-2026,146286.45,21942.97,168229.42,0.00
MDS-01256,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-170,NG-Rig 38,Burqan Deep,Standard,26-Mar-2026,30-Mar-2026,02-Apr-2026,92616.41,13892.46,106508.87,0.00
MDS-01257,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-028,NG-Rig 14,Qarn Alam North,Extended Reach,26-Mar-2026,31-Mar-2026,05-Apr-2026,128306.34,19245.95,147552.29,0.00
MDS-01258,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-081,NG-Rig 23,Qarn Alam North,Standard,26-Mar-2026,28-Mar-2026,26-Mar-2026,82468.04,12370.21,94838.25,0.00
MDS-01259,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-045,NG-Rig 17,Burqan Deep,Extended Reach,27-Mar-2026,29-Mar-2026,01-Apr-2026,202809.21,30421.38,233230.59,0.00
MDS-01260,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-187,NG-Rig 41,Qarn Alam North,HPHT,27-Mar-2026,01-Apr-2026,17-Apr-2026,130433.82,19565.07,149998.89,0.00
MDS-01261,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-152,NG-Rig 35,Wadi Sahm,Standard,28-Mar-2026,01-Apr-2026,04-Apr-2026,98685.78,14802.87,113488.65,0.00
MDS-01262,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-063,NG-Rig 21,Qarn Alam North,Standard,28-Mar-2026,31-Mar-2026,25-Apr-2026,99906.59,14985.99,114892.58,0.00
MDS-01263,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-099,NG-Rig 26,Burqan Deep,Standard,29-Mar-2026,02-Apr-2026,01-May-2026,102140.04,15321.01,117461.05,0.00
MDS-01264,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-081,NG-Rig 23,Qarn Alam North,Standard,29-Mar-2026,02-Apr-2026,18-Apr-2026,68266.19,10239.93,78506.12,0.00
MDS-01265,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-134,NG-Rig 32,Qarn Alam North,HPHT,29-Mar-2026,30-Mar-2026,13-Apr-2026,94593.76,14189.06,108782.82,0.00
MDS-01266,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-045,NG-Rig 17,Burqan Deep,Extended Reach,30-Mar-2026,04-Apr-2026,17-Apr-2026,173421.80,26013.27,199435.07,0.00
MDS-01267,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-117,NG-Rig 30,Harran,Standard,30-Mar-2026,01-Apr-2026,25-Apr-2026,55608.90,8341.34,63950.24,0.00
MDS-01268,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-221,NG-Rig 47,Harran,Standard,30-Mar-2026,30-Mar-2026,09-Apr-2026,45197.07,6779.56,51976.63,0.00
MDS-01269,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-011,NG-Rig 11,Wadi Sahm,Standard,31-Mar-2026,05-Apr-2026,27-Apr-2026,103744.08,15561.61,119305.69,0.00
MDS-01270,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-170,NG-Rig 38,Burqan Deep,Standard,31-Mar-2026,02-Apr-2026,23-Apr-2026,82702.65,12405.40,95108.05,0.00
MDS-01271,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-205,NG-Rig 44,Burqan Deep,HPHT,31-Mar-2026,05-Apr-2026,04-May-2026,134565.23,20184.78,154750.01,0.00
MDS-01272,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-135,NG-Rig 32,Burqan Deep,Standard,01-Apr-2026,04-Apr-2026,17-Apr-2026,97851.04,14677.66,112528.70,0.00
MDS-01273,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-028,NG-Rig 14,Qarn Alam North,Extended Reach,01-Apr-2026,06-Apr-2026,20-Apr-2026,139804.14,20970.62,160774.76,0.00
MDS-01274,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-063,NG-Rig 21,Qarn Alam North,Standard,01-Apr-2026,03-Apr-2026,26-Apr-2026,43388.34,6508.25,49896.59,0.00
MDS-01275,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-152,NG-Rig 35,Wadi Sahm,Standard,02-Apr-2026,05-Apr-2026,14-Apr-2026,106354.69,15953.20,122307.89,0.00
MDS-01276,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-117,NG-Rig 30,Harran,Standard,02-Apr-2026,06-Apr-2026,28-Apr-2026,433556.06,65033.41,498589.47,0.00
MDS-01277,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-187,NG-Rig 41,Qarn Alam North,HPHT,02-Apr-2026,04-Apr-2026,26-Apr-2026,49770.82,7465.62,57236.44,0.00
MDS-01278,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-099,NG-Rig 26,Burqan Deep,Standard,03-Apr-2026,08-Apr-2026,15-Apr-2026,163044.71,24456.71,187501.42,0.00
MDS-01279,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-170,NG-Rig 38,Burqan Deep,Standard,03-Apr-2026,06-Apr-2026,15-Apr-2026,105305.66,15795.85,121101.51,0.00
MDS-01280,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-081,NG-Rig 23,Qarn Alam North,Standard,03-Apr-2026,07-Apr-2026,12-Apr-2026,123667.02,18550.05,142217.07,0.00
MDS-01281,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-063,NG-Rig 21,Qarn Alam North,Standard,04-Apr-2026,08-Apr-2026,22-Apr-2026,84330.10,12649.52,96979.62,0.00
MDS-01282,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-135,NG-Rig 32,Burqan Deep,Standard,05-Apr-2026,07-Apr-2026,21-Apr-2026,49423.94,7413.59,56837.53,0.00
MDS-01283,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-222,NG-Rig 47,Burqan Deep,Extended Reach,05-Apr-2026,09-Apr-2026,02-May-2026,110529.53,16579.43,127108.96,0.00
MDS-01284,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-045,NG-Rig 17,Burqan Deep,Extended Reach,05-Apr-2026,09-Apr-2026,27-Apr-2026,140965.16,21144.77,162109.93,0.00
MDS-01285,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-187,NG-Rig 41,Qarn Alam North,HPHT,05-Apr-2026,07-Apr-2026,02-May-2026,78263.96,11739.59,90003.55,0.00
MDS-01286,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-011,NG-Rig 11,Wadi Sahm,Standard,06-Apr-2026,10-Apr-2026,01-May-2026,104061.98,15609.30,119671.28,0.00
MDS-01287,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-152,NG-Rig 35,Wadi Sahm,Standard,06-Apr-2026,08-Apr-2026,13-Apr-2026,77266.86,11590.03,88856.89,0.00
