line_ref,invoice_no,line_no,service_date,well_name,service_code,description,unit,hole_section,day_status,depth_from_m,depth_to_m,quantity,unit_rate,amount,report_ref
MDS-01261-036,MDS-01261,36,31-Mar-2026,NGP-BD-152,HC-620,Drilling jar rental,day,"17-1/2""",Operating,,,1,596.85,596.85,DDR-152-20260331
MDS-01261-037,MDS-01261,37,31-Mar-2026,NGP-BD-152,MW-301,MWD engineer,person-day,"17-1/2""",Operating,,,2,1708.00,3416.00,DDR-152-20260331
MDS-01261-038,MDS-01261,38,31-Mar-2026,NGP-BD-152,MW-310,MWD directional and gamma tool,day,"17-1/2""",Operating,,,1,2844.08,2844.08,DDR-152-20260331
MDS-01261-039,MDS-01261,39,31-Mar-2026,NGP-BD-152,MW-330,Real-time data transmission,day,"17-1/2""",Operating,,,1,309.75,309.75,DDR-152-20260331
MDS-01261-040,MDS-01261,40,31-Mar-2026,NGP-BD-152,RM-520,Roller reamer and stabiliser rental,day,"17-1/2""",Operating,,,1,419.85,419.85,DDR-152-20260331
MDS-01261-041,MDS-01261,41,31-Mar-2026,NGP-BD-152,RM-530,Back-reaming while tripping,hour,"17-1/2""",Operating,,,6,264.55,1587.30,DDR-152-20260331
MDS-01261-042,MDS-01261,42,01-Apr-2026,NGP-BD-152,DD-101,"Directional driller, 24-hour coverage",person-day,"12-1/4""",Operating,,,2,1839.84,3679.68,DDR-152-20260401
MDS-01261-043,MDS-01261,43,01-Apr-2026,NGP-BD-152,DD-102,"Directional coordinator, office based",day,"12-1/4""",Operating,,,1,948.60,948.60,DDR-152-20260401
MDS-01261-044,MDS-01261,44,01-Apr-2026,NGP-BD-152,DD-120,"Rotary steerable system, circulating",hour,"12-1/4""",Operating,,,14,389.76,5456.64,DDR-152-20260401
MDS-01261-045,MDS-01261,45,01-Apr-2026,NGP-BD-152,HC-620,Drilling jar rental,day,"12-1/4""",Operating,,,1,601.17,601.17,DDR-152-20260401
MDS-01261-046,MDS-01261,46,01-Apr-2026,NGP-BD-152,HC-640,Cuttings bed monitoring,day,"12-1/4""",Operating,,,1,719.55,719.55,DDR-152-20260401
MDS-01261-047,MDS-01261,47,01-Apr-2026,NGP-BD-152,MW-301,MWD engineer,person-day,"12-1/4""",Operating,,,2,1639.68,3279.36,DDR-152-20260401
MDS-01261-048,MDS-01261,48,01-Apr-2026,NGP-BD-152,MW-310,MWD directional and gamma tool,day,"12-1/4""",Operating,,,1,2501.88,2501.88,DDR-152-20260401
MDS-01261-049,MDS-01261,49,01-Apr-2026,NGP-BD-152,MW-320,Pressure while drilling module,day,"12-1/4""",Operating,,,1,779.65,779.65,DDR-152-20260401
MDS-01261-050,MDS-01261,50,01-Apr-2026,NGP-BD-152,MW-330,Real-time data transmission,day,"12-1/4""",Operating,,,1,309.75,309.75,DDR-152-20260401
MDS-01261-051,MDS-01261,51,01-Apr-2026,NGP-BD-152,RM-510,"Hydraulic underreaming, reamed",metre,"12-1/4""",Operating,,,181,38.45,6959.45,DDR-152-20260401
MDS-01261-052,MDS-01261,52,01-Apr-2026,NGP-BD-152,RM-511,Underreamer rental,day,"12-1/4""",Operating,,,1,1379.15,1379.15,DDR-152-20260401
MDS-01262-001,MDS-01262,1,28-Mar-2026,NGP-HA-063,DD-101,"Directional driller, 24-hour coverage",person-day,"26""",Operating,,,2,1916.50,3833.00,DDR-063-20260328
MDS-01262-002,MDS-01262,2,28-Mar-2026,NGP-HA-063,DD-102,"Directional coordinator, office based",day,"26""",Operating,,,1,948.60,948.60,DDR-063-20260328
MDS-01262-003,MDS-01262,3,28-Mar-2026,NGP-HA-063,DD-110,Positive displacement motor rental,day,"26""",Operating,,,1,1864.34,1864.34,DDR-063-20260328
MDS-01262-004,MDS-01262,4,28-Mar-2026,NGP-HA-063,DD-130,Gyro survey,survey,"26""",Operating,,,2,2446.15,4892.30,DDR-063-20260328
MDS-01262-005,MDS-01262,5,28-Mar-2026,NGP-HA-063,DD-140,Well planning and anti-collision study,well,"26""",Operating,,,1,12489.50,12489.50,DDR-063-20260328
MDS-01262-006,MDS-01262,6,28-Mar-2026,NGP-HA-063,HC-620,Drilling jar rental,day,"26""",Operating,,,1,596.85,596.85,DDR-063-20260328
MDS-01262-007,MDS-01262,7,28-Mar-2026,NGP-HA-063,MB-701,Mobilisation to rig site,well,"26""",Operating,,,1,18497.50,18497.50,DDR-063-20260328
MDS-01262-008,MDS-01262,8,28-Mar-2026,NGP-HA-063,MW-301,MWD engineer,person-day,"26""",Operating,,,2,1708.00,3416.00,DDR-063-20260328
MDS-01262-009,MDS-01262,9,28-Mar-2026,NGP-HA-063,MW-310,MWD directional and gamma tool,day,"26""",Operating,,,1,3266.34,3266.34,DDR-063-20260328
MDS-01262-010,MDS-01262,10,28-Mar-2026,NGP-HA-063,MW-330,Real-time data transmission,day,"26""",Operating,,,1,309.75,309.75,DDR-063-20260328
MDS-01262-011,MDS-01262,11,29-Mar-2026,NGP-HA-063,DD-101,"Directional driller, 24-hour coverage",person-day,"26""",Operating,,,2,1916.50,3833.00,DDR-063-20260329
MDS-01262-012,MDS-01262,12,29-Mar-2026,NGP-HA-063,DD-102,"Directional coordinator, office based",day,"26""",Operating,,,1,948.60,948.60,DDR-063-20260329
MDS-01262-013,MDS-01262,13,29-Mar-2026,NGP-HA-063,DD-110,Positive displacement motor rental,day,"26""",Operating,,,1,1864.34,1864.34,DDR-063-20260329
MDS-01262-014,MDS-01262,14,29-Mar-2026,NGP-HA-063,HC-620,Drilling jar rental,day,"26""",Operating,,,1,596.85,596.85,DDR-063-20260329
MDS-01262-015,MDS-01262,15,29-Mar-2026,NGP-HA-063,MW-301,MWD engineer,person-day,"26""",Operating,,,2,1708.00,3416.00,DDR-063-20260329
MDS-01262-016,MDS-01262,16,29-Mar-2026,NGP-HA-063,MW-310,MWD directional and gamma tool,day,"26""",Operating,,,1,3266.34,3266.34,DDR-063-20260329
MDS-01262-017,MDS-01262,17,29-Mar-2026,NGP-HA-063,MW-330,Real-time data transmission,day,"26""",Operating,,,1,309.75,309.75,DDR-063-20260329
MDS-01262-018,MDS-01262,18,30-Mar-2026,NGP-HA-063,DD-101,"Directional driller, 24-hour coverage",person-day,"26""",Operating,,,2,1916.50,3833.00,DDR-063-20260330
MDS-01262-019,MDS-01262,19,30-Mar-2026,NGP-HA-063,DD-102,"Directional coordinator, office based",day,"26""",Operating,,,1,948.60,948.60,DDR-063-20260330
MDS-01262-020,MDS-01262,20,30-Mar-2026,NGP-HA-063,DD-110,Positive displacement motor rental,day,"26""",Operating,,,1,1864.34,1864.34,DDR-063-20260330
MDS-01262-021,MDS-01262,21,30-Mar-2026,NGP-HA-063,DD-111,Motor redress and inspection,run,"26""",Operating,,,1,3589.45,3589.45,DDR-063-20260330
MDS-01262-022,MDS-01262,22,30-Mar-2026,NGP-HA-063,HC-610,Wiper trip supervision,trip,"26""",Operating,,,1,1947.15,1947.15,DDR-063-20260330
MDS-01262-023,MDS-01262,23,30-Mar-2026,NGP-HA-063,HC-620,Drilling jar rental,day,"26""",Operating,,,1,596.85,596.85,DDR-063-20260330
MDS-01262-024,MDS-01262,24,30-Mar-2026,NGP-HA-063,MW-301,MWD engineer,person-day,"26""",Operating,,,2,1708.00,3416.00,DDR-063-20260330
MDS-01262-025,MDS-01262,25,30-Mar-2026,NGP-HA-063,MW-310,MWD directional and gamma tool,day,"26""",Operating,,,1,3266.34,3266.34,DDR-063-20260330
MDS-01262-026,MDS-01262,26,30-Mar-2026,NGP-HA-063,MW-330,Real-time data transmission,day,"26""",Operating,,,1,309.75,309.75,DDR-063-20260330
MDS-01262-027,MDS-01262,27,30-Mar-2026,NGP-HA-063,RM-530,Back-reaming while tripping,hour,"26""",Operating,,,4,264.55,1058.20,DDR-063-20260330
MDS-01262-028,MDS-01262,28,31-Mar-2026,NGP-HA-063,DD-101,"Directional driller, 24-hour coverage",person-day,"17-1/2""",Operating,,,2,1916.50,3833.00,DDR-063-20260331
MDS-01262-029,MDS-01262,29,31-Mar-2026,NGP-HA-063,DD-102,"Directional coordinator, office based",day,"17-1/2""",Operating,,,1,948.60,948.60,DDR-063-20260331
MDS-01262-030,MDS-01262,30,31-Mar-2026,NGP-HA-063,DD-110,Positive displacement motor rental,day,"17-1/2""",Operating,,,1,1623.32,1623.32,DDR-063-20260331
MDS-01262-031,MDS-01262,31,31-Mar-2026,NGP-HA-063,HC-601,Hole cleaning circulating sub,day,"17-1/2""",Operating,,,1,736.40,736.40,DDR-063-20260331
MDS-01262-032,MDS-01262,32,31-Mar-2026,NGP-HA-063,HC-620,Drilling jar rental,day,"17-1/2""",Operating,,,1,596.85,596.85,DDR-063-20260331
MDS-01262-033,MDS-01262,33,31-Mar-2026,NGP-HA-063,MW-301,MWD engineer,person-day,"17-1/2""",Operating,,,2,1708.00,3416.00,DDR-063-20260331
MDS-01262-034,MDS-01262,34,31-Mar-2026,NGP-HA-063,MW-310,MWD directional and gamma tool,day,"17-1/2""",Operating,,,1,2844.08,2844.08,DDR-063-20260331
MDS-01262-035,MDS-01262,35,31-Mar-2026,NGP-HA-063,MW-330,Real-time data transmission,day,"17-1/2""",Operating,,,1,309.75,309.75,DDR-063-20260331
MDS-01262-036,MDS-01262,36,31-Mar-2026,NGP-HA-063,RM-520,Roller reamer and stabiliser rental,day,"17-1/2""",Operating,,,1,419.85,419.85,DDR-063-20260331
MDS-01263-001,MDS-01263,1,29-Mar-2026,NGP-BD-099,DD-101,"Directional driller, 24-hour coverage",person-day,"12-1/4""",Operating,,,2,1916.50,3833.00,DDR-099-20260329
MDS-01263-002,MDS-01263,2,29-Mar-2026,NGP-BD-099,DD-102,"Directional coordinator, office based",day,"12-1/4""",Operating,,,1,948.60,948.60,DDR-099-20260329
MDS-01263-003,MDS-01263,3,29-Mar-2026,NGP-BD-099,DD-120,"Rotary steerable system, circulating",hour,"12-1/4""",Operating,,,9,398.50,3586.50,DDR-099-20260329
MDS-01263-004,MDS-01263,4,29-Mar-2026,NGP-BD-099,HC-610,Wiper trip supervision,trip,"12-1/4""",Operating,,,1,1947.15,1947.15,DDR-099-20260329
MDS-01263-005,MDS-01263,5,29-Mar-2026,NGP-BD-099,HC-620,Drilling jar rental,day,"12-1/4""",Operating,,,1,596.85,596.85,DDR-099-20260329
MDS-01263-006,MDS-01263,6,29-Mar-2026,NGP-BD-099,HC-630,Casing drift and clean-out run,run,"12-1/4""",Operating,,,1,4295.85,4295.85,DDR-099-20260329
MDS-01263-007,MDS-01263,7,29-Mar-2026,NGP-BD-099,HC-640,Cuttings bed monitoring,day,"12-1/4""",Operating,,,1,719.55,719.55,DDR-099-20260329
MDS-01263-008,MDS-01263,8,29-Mar-2026,NGP-BD-099,MW-301,MWD engineer,person-day,"12-1/4""",Operating,,,2,1708.00,3416.00,DDR-099-20260329
MDS-01263-009,MDS-01263,9,29-Mar-2026,NGP-BD-099,MW-310,MWD directional and gamma tool,day,"12-1/4""",Operating,,,1,2483.91,2483.91,DDR-099-20260329
MDS-01263-010,MDS-01263,10,29-Mar-2026,NGP-BD-099,MW-320,Pressure while drilling module,day,"12-1/4""",Operating,,,1,779.65,779.65,DDR-099-20260329
MDS-01263-011,MDS-01263,11,29-Mar-2026,NGP-BD-099,MW-330,Real-time data transmission,day,"12-1/4""",Operating,,,1,309.75,309.75,DDR-099-20260329
MDS-01263-012,MDS-01263,12,29-Mar-2026,NGP-BD-099,RM-511,Underreamer rental,day,"12-1/4""",Operating,,,1,1379.15,1379.15,DDR-099-20260329
MDS-01263-013,MDS-01263,13,29-Mar-2026,NGP-BD-099,RM-530,Back-reaming while tripping,hour,"12-1/4""",Operating,,,7,264.55,1851.85,DDR-099-20260329
MDS-01263-014,MDS-01263,14,30-Mar-2026,NGP-BD-099,DD-101,"Directional driller, 24-hour coverage",person-day,"8-1/2""",Operating,,,2,1916.50,3833.00,DDR-099-20260330
MDS-01263-015,MDS-01263,15,30-Mar-2026,NGP-BD-099,DD-102,"Directional coordinator, office based",day,"8-1/2""",Operating,,,1,948.60,948.60,DDR-099-20260330
MDS-01263-016,MDS-01263,16,30-Mar-2026,NGP-BD-099,DD-120,"Rotary steerable system, circulating",hour,"8-1/2""",Operating,,,20,376.58,7531.60,DDR-099-20260330
MDS-01263-017,MDS-01263,17,30-Mar-2026,NGP-BD-099,HC-620,Drilling jar rental,day,"8-1/2""",Operating,,,1,596.85,596.85,DDR-099-20260330
MDS-01263-018,MDS-01263,18,30-Mar-2026,NGP-BD-099,LW-401,LWD engineer,person-day,"8-1/2""",Operating,,,1,1969.00,1969.00,DDR-099-20260330
MDS-01263-019,MDS-01263,19,30-Mar-2026,NGP-BD-099,LW-410,"LWD resistivity, logged",metre,"8-1/2""",Operating,,,87,11.37,989.19,DDR-099-20260330
MDS-01263-020,MDS-01263,20,30-Mar-2026,NGP-BD-099,LW-411,"LWD density and neutron, logged",metre,"8-1/2""",Operating,,,87,16.83,1464.21,DDR-099-20260330
MDS-01263-021,MDS-01263,21,30-Mar-2026,NGP-BD-099,LW-420,Radioactive source handling,run,"8-1/2""",Operating,,,1,2746.55,2746.55,DDR-099-20260330
MDS-01263-022,MDS-01263,22,30-Mar-2026,NGP-BD-099,MW-301,MWD engineer,person-day,"8-1/2""",Operating,,,2,1708.00,3416.00,DDR-099-20260330
MDS-01263-023,MDS-01263,23,30-Mar-2026,NGP-BD-099,MW-310,MWD directional and gamma tool,day,"8-1/2""",Operating,,,1,2347.29,2347.29,DDR-099-20260330
MDS-01263-024,MDS-01263,24,30-Mar-2026,NGP-BD-099,MW-320,Pressure while drilling module,day,"8-1/2""",Operating,,,1,779.65,779.65,DDR-099-20260330
MDS-01263-025,MDS-01263,25,30-Mar-2026,NGP-BD-099,MW-330,Real-time data transmission,day,"8-1/2""",Operating,,,1,309.75,309.75,DDR-099-20260330
MDS-01263-026,MDS-01263,26,31-Mar-2026,NGP-BD-099,DD-101,"Directional driller, 24-hour coverage",person-day,"8-1/2""",Standby,,,2,1533.20,3066.40,DDR-099-20260331
MDS-01263-027,MDS-01263,27,31-Mar-2026,NGP-BD-099,DD-102,"Directional coordinator, office based",day,"8-1/2""",Standby,,,1,948.60,948.60,DDR-099-20260331
MDS-01263-028,MDS-01263,28,31-Mar-2026,NGP-BD-099,DD-121,Rotary steerable system on standby,day,"8-1/2""",Standby,,,1,2984.00,2984.00,DDR-099-20260331
MDS-01263-029,MDS-01263,29,31-Mar-2026,NGP-BD-099,HC-620,Drilling jar rental,day,"8-1/2""",Standby,,,1,298.42,298.42,DDR-099-20260331
MDS-01263-030,MDS-01263,30,31-Mar-2026,NGP-BD-099,LW-401,LWD engineer,person-day,"8-1/2""",Standby,,,1,1575.20,1575.20,DDR-099-20260331
MDS-01263-031,MDS-01263,31,31-Mar-2026,NGP-BD-099,MW-301,MWD engineer,person-day,"8-1/2""",Standby,,,2,1366.40,2732.80,DDR-099-20260331
MDS-01263-032,MDS-01263,32,31-Mar-2026,NGP-BD-099,MW-310,MWD directional and gamma tool,day,"8-1/2""",Standby,,,1,1241.96,1241.96,DDR-099-20260331
MDS-01263-033,MDS-01263,33,31-Mar-2026,NGP-BD-099,MW-320,Pressure while drilling module,day,"8-1/2""",Standby,,,1,389.82,389.82,DDR-099-20260331
MDS-01263-034,MDS-01263,34,31-Mar-2026,NGP-BD-099,MW-330,Real-time data transmission,day,"8-1/2""",Standby,,,1,309.75,309.75,DDR-099-20260331
MDS-01263-035,MDS-01263,35,01-Apr-2026,NGP-BD-099,DD-101,"Directional driller, 24-hour coverage",person-day,"8-1/2""",Operating,,,2,1839.84,3679.68,DDR-099-20260401
MDS-01263-036,MDS-01263,36,01-Apr-2026,NGP-BD-099,DD-102,"Directional coordinator, office based",day,"8-1/2""",Operating,,,1,948.60,948.60,DDR-099-20260401
MDS-01263-037,MDS-01263,37,01-Apr-2026,NGP-BD-099,DD-120,"Rotary steerable system, circulating",hour,"8-1/2""",Operating,,,13,368.32,4788.16,DDR-099-20260401
MDS-01263-038,MDS-01263,38,01-Apr-2026,NGP-BD-099,HC-620,Drilling jar rental,day,"8-1/2""",Operating,,,1,601.17,601.17,DDR-099-20260401
MDS-01263-039,MDS-01263,39,01-Apr-2026,NGP-BD-099,LW-401,LWD engineer,person-day,"8-1/2""",Operating,,,1,1890.24,1890.24,DDR-099-20260401
MDS-01263-040,MDS-01263,40,01-Apr-2026,NGP-BD-099,LW-410,"LWD resistivity, logged",metre,"8-1/2""",Operating,,,128,11.37,1455.36,DDR-099-20260401
MDS-01263-041,MDS-01263,41,01-Apr-2026,NGP-BD-099,LW-411,"LWD density and neutron, logged",metre,"8-1/2""",Operating,,,128,16.83,2154.24,DDR-099-20260401
MDS-01263-042,MDS-01263,42,01-Apr-2026,NGP-BD-099,MW-301,MWD engineer,person-day,"8-1/2""",Operating,,,2,1639.68,3279.36,DDR-099-20260401
MDS-01263-043,MDS-01263,43,01-Apr-2026,NGP-BD-099,MW-310,MWD directional and gamma tool,day,"8-1/2""",Operating,,,1,2364.28,2364.28,DDR-099-20260401
MDS-01263-044,MDS-01263,44,01-Apr-2026,NGP-BD-099,MW-320,Pressure while drilling module,day,"8-1/2""",Operating,,,1,779.65,779.65,DDR-099-20260401
MDS-01263-045,MDS-01263,45,01-Apr-2026,NGP-BD-099,MW-330,Real-time data transmission,day,"8-1/2""",Operating,,,1,309.75,309.75,DDR-099-20260401
MDS-01263-046,MDS-01263,46,02-Apr-2026,NGP-BD-099,DD-101,"Directional driller, 24-hour coverage",person-day,"8-1/2""",Standby,,,2,1471.87,2943.74,DDR-099-20260402
MDS-01263-047,MDS-01263,47,02-Apr-2026,NGP-BD-099,DD-102,"Directional coordinator, office based",day,"8-1/2""",Standby,,,1,948.60,948.60,DDR-099-20260402
MDS-01263-048,MDS-01263,48,02-Apr-2026,NGP-BD-099,DD-121,Rotary steerable system on standby,day,"8-1/2""",Standby,,,1,2984.00,2984.00,DDR-099-20260402
MDS-01263-049,MDS-01263,49,02-Apr-2026,NGP-BD-099,HC-620,Drilling jar rental,day,"8-1/2""",Standby,,,1,300.58,300.58,DDR-099-20260402
MDS-01263-050,MDS-01263,50,02-Apr-2026,NGP-BD-099,LW-401,LWD engineer,person-day,"8-1/2""",Standby,,,1,1512.19,1512.19,DDR-099-20260402
MDS-01263-051,MDS-01263,51,02-Apr-2026,NGP-BD-099,MW-301,MWD engineer,person-day,"8-1/2""",Standby,,,2,1311.74,2623.48,DDR-099-20260402
MDS-01263-052,MDS-01263,52,02-Apr-2026,NGP-BD-099,MW-310,MWD directional and gamma tool,day,"8-1/2""",Standby,,,1,1250.94,1250.94,DDR-099-20260402
MDS-01263-053,MDS-01263,53,02-Apr-2026,NGP-BD-099,MW-320,Pressure while drilling module,day,"8-1/2""",Standby,,,1,389.82,389.82,DDR-099-20260402
MDS-01263-054,MDS-01263,54,02-Apr-2026,NGP-BD-099,MW-330,Real-time data transmission,day,"8-1/2""",Standby,,,1,309.75,309.75,DDR-099-20260402
MDS-01264-001,MDS-01264,1,29-Mar-2026,NGP-WS-081,DD-101,"Directional driller, 24-hour coverage",person-day,"17-1/2""",Operating,,,2,1916.50,3833.00,DDR-081-20260329
MDS-01264-002,MDS-01264,2,29-Mar-2026,NGP-WS-081,DD-102,"Directional coordinator, office based",day,"17-1/2""",Operating,,,1,948.60,948.60,DDR-081-20260329
MDS-01264-003,MDS-01264,3,29-Mar-2026,NGP-WS-081,DD-110,Positive displacement motor rental,day,"17-1/2""",Operating,,,1,1623.32,1623.32,DDR-081-20260329
MDS-01264-004,MDS-01264,4,29-Mar-2026,NGP-WS-081,HC-601,Hole cleaning circulating sub,day,"17-1/2""",Operating,,,1,736.40,736.40,DDR-081-20260329
MDS-01264-005,MDS-01264,5,29-Mar-2026,NGP-WS-081,HC-620,Drilling jar rental,day,"17-1/2""",Operating,,,1,596.85,596.85,DDR-081-20260329
MDS-01264-006,MDS-01264,6,29-Mar-2026,NGP-WS-081,MW-301,MWD engineer,person-day,"17-1/2""",Operating,,,2,1708.00,3416.00,DDR-081-20260329
MDS-01264-007,MDS-01264,7,29-Mar-2026,NGP-WS-081,MW-310,MWD directional and gamma tool,day,"17-1/2""",Operating,,,1,2844.08,2844.08,DDR-081-20260329
MDS-01264-008,MDS-01264,8,29-Mar-2026,NGP-WS-081,MW-330,Real-time data transmission,day,"17-1/2""",Operating,,,1,309.75,309.75,DDR-081-20260329
MDS-01264-009,MDS-01264,9,29-Mar-2026,NGP-WS-081,RM-520,Roller reamer and stabiliser rental,day,"17-1/2""",Operating,,,1,419.85,419.85,DDR-081-20260329
MDS-01264-010,MDS-01264,10,30-Mar-2026,NGP-WS-081,DD-101,"Directional driller, 24-hour coverage",person-day,"17-1/2""",Standby,,,2,1533.20,3066.40,DDR-081-20260330
MDS-01264-011,MDS-01264,11,30-Mar-2026,NGP-WS-081,DD-102,"Directional coordinator, office based",day,"17-1/2""",Standby,,,1,948.60,948.60,DDR-081-20260330
MDS-01264-012,MDS-01264,12,30-Mar-2026,NGP-WS-081,DD-110,Positive displacement motor rental,day,"17-1/2""",Standby,,,1,708.88,708.88,DDR-081-20260330
MDS-01264-013,MDS-01264,13,30-Mar-2026,NGP-WS-081,HC-601,Hole cleaning circulating sub,day,"17-1/2""",Standby,,,1,368.20,368.20,DDR-081-20260330
MDS-01264-014,MDS-01264,14,30-Mar-2026,NGP-WS-081,HC-620,Drilling jar rental,day,"17-1/2""",Standby,,,1,298.42,298.42,DDR-081-20260330
MDS-01264-015,MDS-01264,15,30-Mar-2026,NGP-WS-081,MW-301,MWD engineer,person-day,"17-1/2""",Standby,,,2,1366.40,2732.80,DDR-081-20260330
MDS-01264-016,MDS-01264,16,30-Mar-2026,NGP-WS-081,MW-310,MWD directional and gamma tool,day,"17-1/2""",Standby,,,1,1241.96,1241.96,DDR-081-20260330
MDS-01264-017,MDS-01264,17,30-Mar-2026,NGP-WS-081,MW-330,Real-time data transmission,day,"17-1/2""",Standby,,,1,309.75,309.75,DDR-081-20260330
MDS-01264-018,MDS-01264,18,30-Mar-2026,NGP-WS-081,RM-520,Roller reamer and stabiliser rental,day,"17-1/2""",Standby,,,1,209.92,209.92,DDR-081-20260330
MDS-01264-019,MDS-01264,19,31-Mar-2026,NGP-WS-081,DD-101,"Directional driller, 24-hour coverage",person-day,"17-1/2""",Operating,,,2,1916.50,3833.00,DDR-081-20260331
MDS-01264-020,MDS-01264,20,31-Mar-2026,NGP-WS-081,DD-102,"Directional coordinator, office based",day,"17-1/2""",Operating,,,1,948.60,948.60,DDR-081-20260331
MDS-01264-021,MDS-01264,21,31-Mar-2026,NGP-WS-081,DD-110,Positive displacement motor rental,day,"17-1/2""",Operating,,,1,1623.32,1623.32,DDR-081-20260331
MDS-01264-022,MDS-01264,22,31-Mar-2026,NGP-WS-081,HC-601,Hole cleaning circulating sub,day,"17-1/2""",Operating,,,1,736.40,736.40,DDR-081-20260331
MDS-01264-023,MDS-01264,23,31-Mar-2026,NGP-WS-081,HC-620,Drilling jar rental,day,"17-1/2""",Operating,,,1,596.85,596.85,DDR-081-20260331
MDS-01264-024,MDS-01264,24,31-Mar-2026,NGP-WS-081,MW-301,MWD engineer,person-day,"17-1/2""",Operating,,,2,1708.00,3416.00,DDR-081-20260331
MDS-01264-025,MDS-01264,25,31-Mar-2026,NGP-WS-081,MW-310,MWD directional and gamma tool,day,"17-1/2""",Operating,,,1,2844.08,2844.08,DDR-081-20260331
MDS-01264-026,MDS-01264,26,31-Mar-2026,NGP-WS-081,MW-330,Real-time data transmission,day,"17-1/2""",Operating,,,1,309.75,309.75,DDR-081-20260331
MDS-01264-027,MDS-01264,27,31-Mar-2026,NGP-WS-081,RM-520,Roller reamer and stabiliser rental,day,"17-1/2""",Operating,,,1,419.85,419.85,DDR-081-20260331
MDS-01264-028,MDS-01264,28,01-Apr-2026,NGP-WS-081,DD-101,"Directional driller, 24-hour coverage",person-day,"17-1/2""",Operating,,,2,1839.84,3679.68,DDR-081-20260401
MDS-01264-029,MDS-01264,29,01-Apr-2026,NGP-WS-081,DD-102,"Directional coordinator, office based",day,"17-1/2""",Operating,,,1,948.60,948.60,DDR-081-20260401
MDS-01264-030,MDS-01264,30,01-Apr-2026,NGP-WS-081,DD-110,Positive displacement motor rental,day,"17-1/2""",Operating,,,1,1623.32,1623.32,DDR-081-20260401
MDS-01264-031,MDS-01264,31,01-Apr-2026,NGP-WS-081,HC-601,Hole cleaning circulating sub,day,"17-1/2""",Operating,,,1,736.40,736.40,DDR-081-20260401
MDS-01264-032,MDS-01264,32,01-Apr-2026,NGP-WS-081,HC-620,Drilling jar rental,day,"17-1/2""",Operating,,,1,601.17,601.17,DDR-081-20260401
MDS-01264-033,MDS-01264,33,01-Apr-2026,NGP-WS-081,MW-301,MWD engineer,person-day,"17-1/2""",Operating,,,2,1639.68,3279.36,DDR-081-20260401
MDS-01264-034,MDS-01264,34,01-Apr-2026,NGP-WS-081,MW-310,MWD directional and gamma tool,day,"17-1/2""",Operating,,,1,2864.65,2864.65,DDR-081-20260401
MDS-01264-035,MDS-01264,35,01-Apr-2026,NGP-WS-081,MW-330,Real-time data transmission,day,"17-1/2""",Operating,,,1,309.75,309.75,DDR-081-20260401
MDS-01264-036,MDS-01264,36,01-Apr-2026,NGP-WS-081,RM-520,Roller reamer and stabiliser rental,day,"17-1/2""",Operating,,,1,419.85,419.85,DDR-081-20260401
MDS-01264-037,MDS-01264,37,02-Apr-2026,NGP-WS-081,DD-101,"Directional driller, 24-hour coverage",person-day,"17-1/2""",Operating,,,2,1839.84,3679.68,DDR-081-20260402
MDS-01264-038,MDS-01264,38,02-Apr-2026,NGP-WS-081,DD-102,"Directional coordinator, office based",day,"17-1/2""",Operating,,,1,948.60,948.60,DDR-081-20260402
MDS-01264-039,MDS-01264,39,02-Apr-2026,NGP-WS-081,DD-110,Positive displacement motor rental,day,"17-1/2""",Operating,,,1,1623.32,1623.32,DDR-081-20260402
MDS-01264-040,MDS-01264,40,02-Apr-2026,NGP-WS-081,HC-601,Hole cleaning circulating sub,day,"17-1/2""",Operating,,,1,736.40,736.40,DDR-081-20260402
MDS-01264-041,MDS-01264,41,02-Apr-2026,NGP-WS-081,HC-620,Drilling jar rental,day,"17-1/2""",Operating,,,1,601.17,601.17,DDR-081-20260402
